unique_id,painting,emotional_intensity,evokes_sombre,evokes_content,evokes_calm,evokes_uneasy,prominent_colour_count,prominent_object_count,place_bedroom,place_office,place_living_room,place_dining_room,view_friends,view_family,view_coworkers,view_by_yourself,like_fall,like_winter,like_spring,like_summer,monetary_value,text_clock_feels,text_clock_food,text_clock_music,text_starry_feels,text_starry_food,text_starry_music,text_lilies_feels,text_lilies_food,text_lilies_music
114,The Starry Night,9,2,4,3,2,3,3,0,0,1,0,1,0,0,0,0,0,0,1,200.0,0.009596928982725527,0.002229654403567447,0.06692307692307693,0.08142999006951342,0.003468208092485549,0.04986760812003531,0.13411524732279448,0.1308411214953271,0.07102884201463625
117,The Starry Night,7,3,3,2,3,3,3,0,0,1,0,1,1,1,1,0,1,0,0,50.0,0.03870761356365962,0.002229654403567447,0.0015384615384615385,0.10178748758689181,0.003468208092485549,0.00176522506619594,0.1591024987251401,0.1308411214953271,0.002152389151958674
118,The Starry Night,10,4,3,4,4,2,3,0,0,0,0,1,1,0,0,0,0,0,1,1000.0,0.0,0.002229654403567447,0.0007692307692307692,0.014895729890764646,0.003468208092485549,0.0030891438658428947,0.07853136155022948,0.1308411214953271,0.01076194575979337
122,The Starry Night,6,3,4,1,2,3,4,1,1,1,1,1,1,1,0,0,0,0,1,50000000.0,0.006397952655150352,0.0,0.01846153846153846,0.011420059582919563,0.0011560693641618498,0.040158870255957636,0.009688934217236106,0.005841121495327103,0.0482135170038743
123,The Starry Night,7,3,5,5,1,4,3,0,0,1,1,1,1,0,1,0,1,0,0,250.0,0.016314779270633396,0.010033444816053512,0.03153846153846154,0.13604766633565046,0.009248554913294798,0.06354810238305383,0.1805201427842937,0.029205607476635514,0.11321566939302627
124,The Starry Night,10,5,4,5,1,3,4,1,0,1,1,1,1,0,1,1,0,0,0,150.0,0.017914267434420983,0.0011148272017837235,0.09115384615384617,0.07447864945382325,0.0,0.09311562224183582,0.11269760326364098,0.018691588785046728,0.10331467929401637
125,The Starry Night,8,2,5,4,2,5,4,0,0,1,1,1,1,0,1,0,1,0,0,1000.0,0.0009596928982725527,0.021181716833890748,0.0057692307692307696,0.0029791459781529296,0.03468208092485549,0.00353045013239188,0.011218765935747067,0.015186915887850466,0.018080068876452863
126,The Starry Night,5,3,5,5,1,3,2,0,0,0,0,0,0,0,1,0,0,0,1,500.0,0.0067178502879078695,0.010033444816053512,0.01769230769230769,0.08391261171797419,0.025433526011560695,0.03574580759046778,0.15961244263131052,0.026869158878504672,0.03142488161859664
127,The Starry Night,3,1,5,3,4,4,3,0,0,0,0,1,0,0,0,0,1,0,0,1000.0,0.002239283429302623,0.0011148272017837235,0.006923076923076923,0.006454816285998014,0.0,0.009267431597528686,0.010708822029576745,0.018691588785046728,0.034007748600947046
130,The Starry Night,6,2,4,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,100.0,0.0019193857965451055,0.005574136008918618,0.0003846153846153846,0.0034756703078450846,0.0,0.00088261253309797,0.017848036715961246,0.004672897196261682,0.012914334911752045
131,The Starry Night,6,5,2,3,2,2,2,0,0,0,1,0,1,0,0,0,1,0,0,100000.0,0.005118362124120281,0.002229654403567447,0.018461538461538463,0.054121151936444886,0.003468208092485549,0.03927625772285967,0.07088220295767465,0.1378504672897196,0.052087817477399906
132,The Starry Night,8,2,4,5,1,3,4,0,0,1,0,1,1,1,0,0,0,0,1,20000.0,0.0019193857965451055,0.004459308807134894,0.004615384615384616,0.014399205561072492,0.011560693641618498,0.007502206531332744,0.08159102498725139,0.15887850467289713,0.02539819199311235
134,The Starry Night,3,4,3,3,4,3,3,0,1,0,0,0,0,0,1,0,1,0,0,500.0,0.009916826615483047,0.0,0.019615384615384614,0.06305858987090368,0.0,0.03089143865842895,0.09280979092299846,0.0011682242990654205,0.02884201463624623
135,The Starry Night,8,3,4,4,3,3,4,0,0,0,1,0,1,1,0,0,0,0,1,50.0,0.0,0.002229654403567447,0.008461538461538461,0.005958291956305858,0.0,0.01853486319505737,0.017338092809790925,0.002336448598130841,0.024537236332328884
138,The Starry Night,6,3,4,5,2,3,3,0,1,0,0,1,1,0,0,0,0,1,1,100000.0,0.029750479846449136,0.0033444816053511705,0.09346153846153848,0.043197616683217484,0.003468208092485549,0.06663724624889676,0.06680265170831208,0.13434579439252334,0.08437365475678002
139,The Starry Night,7,4,2,4,4,3,3,1,0,1,0,1,1,0,0,0,1,0,0,200.0,0.006397952655150352,0.010033444816053512,0.004230769230769231,0.06156901688182721,0.006936416184971098,0.010591350397175639,0.08975012748597654,0.02102803738317757,0.01420576840292725
140,The Starry Night,7,4,4,4,1,4,13,0,1,1,0,1,1,1,1,0,1,0,0,70.0,0.0,0.026755852842809364,0.0,0.0009930486593843098,0.09132947976878612,0.000441306266548985,0.00815910249872514,0.036214953271028034,0.0008609556607834697
141,The Starry Night,6,4,2,3,3,6,4,0,0,1,0,0,1,0,0,1,0,0,0,1000000000.0,0.0067178502879078695,0.0033444816053511705,0.01653846153846154,0.07149950347567031,0.008092485549132947,0.03089143865842895,0.09535951045385008,0.009345794392523364,0.03142488161859664
142,The Starry Night,4,2,4,4,2,4,2,0,1,0,0,1,1,0,1,0,0,0,1,250000.0,0.03486884197056942,0.0,0.019615384615384618,0.025819265143992055,0.0,0.02118270079435128,0.04079551249362571,0.002336448598130841,0.03745157124408093
144,The Starry Night,7,4,2,4,4,2,2,0,0,1,0,0,0,0,1,0,1,0,0,1000000.0,0.0,0.004459308807134894,0.0003846153846153846,0.010923535253227408,0.003468208092485549,0.0048543689320388345,0.06374298827129016,0.0035046728971962616,0.019371502367628066
145,The Starry Night,7,2,4,4,1,5,3,0,0,0,0,0,0,0,1,0,0,0,1,1000.0,0.053103007037747924,0.0033444816053511705,0.05115384615384616,0.09036742800397221,0.013872832369942197,0.07899382171226832,0.1432942376338602,0.1845794392523364,0.11493758071459319
146,The Starry Night,7,5,2,3,4,7,4,1,1,0,0,1,1,1,1,0,1,0,0,20.0,0.008957133717210493,0.011148272017837236,0.02538461538461539,0.032274081429990074,0.025433526011560695,0.03398058252427184,0.08924018357980622,0.04205607476635514,0.061988807576409816
147,The Starry Night,6,2,5,5,1,3,5,0,0,0,1,1,1,0,0,0,0,0,1,200.0,0.001599488163787588,0.004459308807134894,0.015384615384615385,0.018371400198609732,0.015028901734104046,0.013680494263018535,0.07343192248852626,0.005841121495327103,0.03271631510977185
149,The Starry Night,3,2,4,5,1,4,2,0,0,1,1,1,1,1,1,0,1,0,0,40.0,0.0031989763275751763,0.006688963210702341,0.011923076923076923,0.020854021847070504,0.0023121387283236996,0.03089143865842895,0.0382457929627741,0.005841121495327103,0.030994403788204908
151,The Starry Night,9,1,4,5,2,3,3,0,1,1,0,1,1,0,0,0,0,1,1,50.0,0.02495201535508637,0.0,0.009615384615384616,0.04071499503475671,0.0023121387283236996,0.009267431597528686,0.15043345232024474,0.005841121495327103,0.031855359448988374
154,The Starry Night,9,3,4,4,2,2,2,0,0,0,0,1,1,0,1,0,0,0,1,100.0,0.001599488163787588,0.0011148272017837235,0.0,0.033267130089374375,0.0023121387283236996,0.001323918799646955,0.10657827638959715,0.002336448598130841,0.018080068876452863
155,The Starry Night,9,3,3,5,1,4,3,0,0,0,0,1,1,0,0,1,0,0,0,50000.0,0.005118362124120281,0.04905239687848384,0.00923076923076923,0.05362462760675273,0.018497109826589593,0.015445719329214475,0.06833248342682305,0.07009345794392523,0.03357727077055531
157,The Starry Night,3,2,4,4,3,3,3,0,0,1,1,1,1,1,1,0,0,1,1,100.0,0.005118362124120281,0.0,0.011153846153846153,0.05312810327706058,0.0023121387283236996,0.015445719329214475,0.06425293217746048,0.016355140186915886,0.032285837279380114
159,The Starry Night,7,2,3,1,2,4,12,1,1,1,1,1,1,1,1,0,1,0,0,100.0,0.001599488163787588,0.002229654403567447,0.013076923076923078,0.012413108242303872,0.003468208092485549,0.01412180052956752,0.07853136155022947,0.1425233644859813,0.022815325010761944
160,The Starry Night,6,4,3,4,2,2,2,1,1,1,1,0,0,0,1,0,1,0,0,300.0,0.0,0.002229654403567447,0.018846153846153846,0.010923535253227408,0.003468208092485549,0.03795233892321271,0.06374298827129016,0.14018691588785046,0.04563065002152389
162,The Starry Night,10,2,4,3,2,4,4,1,0,0,0,1,1,1,1,0,1,0,1,500.0,0.0012795905310300703,0.0,0.05576923076923077,0.019860973187686197,0.0,0.025154457193292144,0.09178990311065782,0.010514018691588784,0.04993542832544123
163,The Starry Night,6,1,4,4,2,4,3,0,0,1,1,1,1,1,1,0,1,0,1,100.0,0.006078055022392834,0.0033444816053511705,0.0,0.06703078450844091,0.006936416184971098,0.0,0.1392146863844977,0.13668224299065418,0.0017219113215669393
164,The Starry Night,9,1,5,5,1,3,3,0,0,1,1,0,0,0,1,0,0,1,0,1000000.0,0.005118362124120281,0.002229654403567447,0.011923076923076923,0.057100297914597815,0.005780346820809249,0.03309796999117388,0.07751147373788883,0.13668224299065418,0.043047783039173476
165,The Starry Night,5,3,4,5,2,2,4,0,0,0,0,1,0,0,1,1,0,0,1,1000000.0,0.005118362124120281,0.005574136008918618,0.006923076923076922,0.057596822244289976,0.004624277456647399,0.01588702559576346,0.07088220295767465,0.012850467289719626,0.034007748600947046
166,The Starry Night,5,3,4,4,1,3,4,0,0,0,0,1,0,0,0,0,0,0,1,20.0,0.0031989763275751763,0.002229654403567447,0.020384615384615386,0.0019860973187686196,0.003468208092485549,0.029126213592233014,0.005609382967873534,0.14018691588785046,0.03572965992251399
167,The Starry Night,4,2,4,5,2,2,4,0,0,1,1,1,1,0,0,0,1,1,0,100.0,0.0003198976327575176,0.0,0.010384615384615384,0.0004965243296921549,0.0,0.015445719329214474,0.006119326874043856,0.002336448598130841,0.02582866982350409
168,The Starry Night,8,4,3,4,3,4,4,0,0,1,1,1,1,0,0,0,1,0,0,8000.0,0.0067178502879078695,0.002229654403567447,0.023076923076923078,0.060575968222442905,0.0,0.03883495145631068,0.07394186639469658,0.009345794392523364,0.037882049074472665
169,The Starry Night,6,3,3,4,2,4,3,0,0,1,0,1,1,1,0,0,1,0,1,300000000.0,0.025271912987843887,0.0011148272017837235,0.0015384615384615385,0.009433962264150945,0.0,0.00176522506619594,0.01631820499745028,0.03037383177570093,0.0034438226431338786
170,The Starry Night,5,2,3,4,2,5,6,0,1,0,1,1,0,1,0,0,1,0,0,400.0,0.0,0.021181716833890748,0.021538461538461538,0.0,0.04393063583815028,0.012356575463371579,0.0005099439061703213,0.011682242990654205,0.027550581145071022
171,The Starry Night,6,4,3,4,1,2,2,0,1,1,0,1,1,0,0,0,0,0,1,15.0,0.008317338451695458,0.002229654403567447,0.003076923076923077,0.07547169811320754,0.003468208092485549,0.0044130626654898504,0.10504844467108618,0.14719626168224295,0.0064571674558760225
172,The Starry Night,7,2,2,5,1,3,2,0,0,1,0,0,0,0,1,0,0,0,1,5000.0,0.059820857325655785,0.002229654403567447,0.02346153846153846,0.034260178748758696,0.003468208092485549,0.035304501323918804,0.05762366139724629,0.1436915887850467,0.03185535944898838
174,The Starry Night,5,2,3,5,2,3,2,0,1,1,0,1,1,1,1,0,1,0,1,1000000.0,0.005118362124120281,0.002229654403567447,0.07038461538461538,0.05312810327706058,0.0,0.052515445719329215,0.0647628760836308,0.0011682242990654205,0.041325871717606544
175,The Starry Night,9,2,4,3,1,4,3,0,1,1,0,1,1,1,0,1,0,1,0,50.0,0.0,0.002229654403567447,0.0,0.0024826216484607746,0.003468208092485549,0.0,0.0010198878123406426,0.1308411214953271,0.0012914334911752045
177,The Starry Night,2,2,4,4,2,12,18,0,0,1,1,1,1,0,1,0,0,0,1,1000.0,0.008317338451695458,0.017837235228539576,0.021923076923076924,0.08391261171797419,0.021965317919075144,0.05957634598411298,0.17440081591024986,0.03271028037383177,0.09987085665088247
182,The Starry Night,2,1,3,4,1,3,3,0,1,1,0,1,1,0,0,0,0,0,1,200.0,0.0012795905310300703,0.002229654403567447,0.013076923076923078,0.019364448857994043,0.003468208092485549,0.01897616946160636,0.08924018357980622,0.1308411214953271,0.03314679294016358
183,The Starry Night,6,2,4,5,1,2,1,0,0,0,0,1,1,0,0,0,0,0,1,500.0,0.006717850287907869,0.0,0.026923076923076928,0.03177755710029792,0.0023121387283236996,0.035304501323918804,0.07292197858235591,0.016355140186915886,0.055531640120533785
184,The Starry Night,7,4,4,4,2,3,3,1,0,0,0,0,1,0,0,0,0,0,1,10000000000.0,0.0067178502879078695,0.0011148272017837235,0.019615384615384618,0.0759682224428997,0.0,0.02471315092674316,0.1009688934217236,0.017523364485981307,0.0383125269048644
185,The Starry Night,3,3,4,5,1,3,2,1,0,0,0,1,1,0,0,1,0,0,1,10000.0,0.0028790786948176585,0.0033444816053511705,0.003076923076923077,0.015888778550148957,0.004624277456647399,0.007502206531332745,0.07700152983171851,0.139018691588785,0.0012914334911752045
186,The Starry Night,7,2,4,5,1,2,2,0,1,1,1,1,1,0,0,1,0,1,0,100.0,0.005118362124120281,0.0,0.0003846153846153846,0.054121151936444886,0.0,0.00529567519858782,0.0673125956144824,0.005841121495327103,0.012914334911752045
187,The Starry Night,8,4,2,2,4,3,3,0,1,1,0,1,0,1,0,0,1,0,0,50.0,0.0,0.002229654403567447,0.004230769230769231,0.003972194637537239,0.0,0.009267431597528686,0.013258541560428353,0.002336448598130841,0.008179078777442962
188,The Starry Night,9,2,5,5,1,3,2,0,0,0,0,0,1,0,1,1,1,0,0,1000.0,0.005118362124120281,0.0,0.0023076923076923075,0.06802383316782523,0.0,0.00706090026478376,0.141254462009179,0.008177570093457943,0.01937150236762806
189,The Starry Night,5,3,3,4,2,5,3,0,1,1,1,1,1,1,1,1,1,0,0,40.0,0.007037747920665388,0.007803790412486065,0.01576923076923077,0.01638530287984111,0.015028901734104046,0.026037069726390114,0.009688934217236104,0.003504672897196261,0.0680154972018941
193,The Starry Night,7,4,2,2,5,5,1,0,1,1,1,0,1,0,1,1,0,0,0,500.0,0.027831094049904033,0.010033444816053512,0.04807692307692309,0.06355511420059584,0.025433526011560695,0.07105030891438659,0.098419173890872,0.02570093457943925,0.09083082221265605
194,The Starry Night,6,4,4,3,3,7,5,0,1,1,1,1,1,1,1,0,1,0,0,10000.0,0.010236724248240563,0.002229654403567447,0.055384615384615386,0.06305858987090368,0.011560693641618498,0.027802294792586058,0.09077001529831717,0.16471962616822428,0.021093413689195005
195,The Starry Night,5,2,4,5,1,12,6,0,1,1,1,0,1,0,0,1,1,0,0,200.0,0.0003198976327575176,0.0011148272017837235,0.01423076923076923,0.011420059582919563,0.0011560693641618498,0.03662842012356576,0.06833248342682305,0.0035046728971962616,0.05983641842445114
200,The Starry Night,6,3,2,3,2,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0067178502879078695,0.03121516164994426,0.032692307692307694,0.07199602780536248,0.006936416184971098,0.05516328331862313,0.1009688934217236,0.030373831775700934,0.0594059405940594
201,The Starry Night,5,2,3,4,2,4,2,1,0,0,0,1,1,0,0,0,1,0,0,10000.0,0.014715291106845812,0.0011148272017837235,0.02807692307692308,0.02482621648460774,0.0,0.038393645189761696,0.057623661397246284,0.004672897196261682,0.07748600947051226
206,The Starry Night,9,2,4,4,1,3,5,0,0,1,0,1,0,0,1,0,1,0,1,1000000.0,0.0067178502879078695,0.002229654403567447,0.0003846153846153846,0.06554121151936446,0.003468208092485549,0.003971756398940865,0.14278429372768994,0.1308411214953271,0.013775290572535515
207,The Starry Night,6,4,3,5,2,3,2,1,1,0,0,1,1,0,0,0,0,1,1,150.0,0.009596928982725527,0.0,0.00923076923076923,0.004965243296921549,0.0,0.018976169461606355,0.011728709841917389,0.010514018691588784,0.03572965992251399
209,The Starry Night,1,1,3,3,1,3,2,0,0,1,1,0,1,0,0,1,0,0,0,0.0,0.1110044785668586,0.0,0.03346153846153846,0.044190665342601784,0.0,0.03177405119152692,0.033656297807241206,0.010514018691588784,0.041325871717606544
210,The Starry Night,5,1,5,5,1,4,6,0,0,1,0,1,1,0,1,0,0,1,1,500.0,0.007357645553422905,0.0,0.021923076923076927,0.01638530287984111,0.0023121387283236996,0.028684907325684027,0.04232534421213664,0.005841121495327103,0.040895393887214804
211,The Starry Night,8,4,5,5,1,2,7,0,0,1,0,1,1,1,1,1,0,1,0,10000000.0,0.001599488163787588,0.0011148272017837235,0.02461538461538462,0.0034756703078450846,0.0011560693641618498,0.04810238305383937,0.0035696073431922487,0.003504672897196261,0.04003443822643134
212,The Starry Night,4,4,4,4,2,4,2,0,0,1,1,1,1,0,0,0,1,0,0,0.0,0.0,0.010033444816053512,0.0,0.0014895729890764646,0.025433526011560695,0.001323918799646955,0.010708822029576747,0.02570093457943925,0.005596211795092553
215,The Starry Night,2,2,4,4,2,3,4,0,0,1,0,1,1,1,1,1,0,0,0,500.0,0.0025591810620601407,0.0,0.03884615384615385,0.021847070506454815,0.0,0.05825242718446602,0.09382967873533911,0.016355140186915886,0.09255273353422298
217,The Starry Night,9,2,4,3,1,3,4,0,0,1,1,1,1,0,1,0,1,1,0,100.0,0.01055662188099808,0.0,0.019615384615384618,0.023833167825223434,0.0,0.02383053839364519,0.09637939826619071,0.002336448598130841,0.03745157124408093
218,The Starry Night,6,2,4,4,1,3,2,0,0,0,0,1,1,1,0,0,0,0,1,1000.0,0.011196417146513118,0.0,0.02846153846153846,0.039721946375372394,0.0023121387283236996,0.030008826125330984,0.10810810810810809,0.016355140186915886,0.07705553164012052
219,The Starry Night,10,2,4,3,2,5,2,0,0,0,0,1,1,0,0,0,1,0,0,875000000.0,0.007677543186180422,0.026755852842809364,0.0,0.01737835153922542,0.006936416184971098,0.000441306266548985,0.07343192248852626,0.010514018691588784,0.0034438226431338786
220,The Starry Night,7,3,2,5,1,4,3,0,0,0,0,1,1,0,0,0,0,0,1,10000.0,0.02047344849648113,0.043478260869565216,0.01,0.043197616683217484,0.03352601156069364,0.011032656663724624,0.09382967873533911,0.04789719626168224,0.02152389151958674
221,The Starry Night,2,3,2,3,2,3,4,1,0,1,0,1,0,0,1,0,1,0,0,2000.0,0.002239283429302623,0.002229654403567447,0.013076923076923076,0.018867924528301886,0.003468208092485549,0.01323918799646955,0.031106578276389598,0.1308411214953271,0.02668962548428756
1,The Water Lily Pond,0,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.002229654403567447,0.0,0.0014895729890764648,0.003468208092485549,0.000441306266548985,0.002039775624681285,0.1308411214953271,0.004304778303917348
2,The Water Lily Pond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.016954574536148435,0.0011148272017837235,0.0003846153846153846,0.041211519364448855,0.0,0.0,0.06986231514533402,0.016355140186915886,0.0038743004735256135
3,The Water Lily Pond,7,1,5,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.015035188739603326,0.0011148272017837235,0.015000000000000001,0.005461767626613704,0.005780346820809249,0.016328331862312445,0.025497195308516067,0.005841121495327103,0.044339216530348696
5,The Water Lily Pond,5,1,4,4,1,4,2,0,0,1,1,0,0,0,1,0,0,1,1,100.0,0.0067178502879078695,0.0011148272017837235,0.005384615384615385,0.060575968222442905,0.004624277456647399,0.009267431597528684,0.0744518103008669,0.005841121495327103,0.021093413689195005
6,The Water Lily Pond,4,1,4,5,1,2,3,1,0,0,0,1,1,0,0,0,0,1,0,60000.0,0.0025591810620601407,0.04236343366778149,0.0015384615384615385,0.0024826216484607746,0.14797687861271674,0.007502206531332744,0.020397756246812854,0.0794392523364486,0.024106758501937147
10,The Water Lily Pond,9,1,5,5,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,100000.0,0.0047984644913627635,0.002229654403567447,0.0057692307692307696,0.01737835153922542,0.003468208092485549,0.009267431597528684,0.029066802651708315,0.1378504672897196,0.026259147653895816
11,The Water Lily Pond,8,1,5,4,1,4,1,0,1,1,0,0,0,0,1,0,0,1,1,500.0,0.0012795905310300703,0.010033444816053512,0.03538461538461539,0.009433962264150943,0.025433526011560695,0.04721977052074139,0.033656297807241206,0.0397196261682243,0.08523461041756353
13,The Water Lily Pond,7,1,5,5,1,4,4,1,0,1,1,1,1,1,1,0,0,1,1,2.0,0.1388355726167626,0.005574136008918618,0.10538461538461537,0.21300893743793453,0.017341040462427744,0.14651368049426303,0.2819989801121875,0.015186915887850467,0.19672836848902284
14,The Water Lily Pond,6,1,5,4,1,4,4,0,1,1,0,1,1,1,0,0,0,1,1,10000.0,0.022072936660268713,0.007803790412486064,0.02615384615384616,0.07249255213505462,0.004624277456647399,0.045454545454545456,0.08771035186129524,0.010514018691588784,0.06758501937150237
15,The Water Lily Pond,5,2,4,5,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,The Water Lily Pond,6,2,5,5,1,4,5,0,0,1,0,0,1,0,0,0,0,1,0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,The Water Lily Pond,1,2,5,5,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,450.0,0.005438259756877799,0.026755852842809368,0.01,0.0014895729890764646,0.046242774566473986,0.009267431597528686,0.001529831718510964,0.014018691588785045,0.010331467929401636
21,The Water Lily Pond,8,1,5,5,1,4,1,0,0,0,0,1,1,1,0,0,0,1,1,250.0,0.04286628278950736,0.021181716833890748,0.011153846153846153,0.030287984111221453,0.03468208092485549,0.00353045013239188,0.020907700152983173,0.008177570093457943,0.002152389151958674
22,The Water Lily Pond,6,1,5,5,1,3,4,0,0,1,0,1,1,0,1,1,0,1,0,250.0,0.09884836852207296,0.005574136008918618,0.013076923076923076,0.013902681231380339,0.004624277456647399,0.00529567519858782,0.006629270780214177,0.012850467289719626,0.002582866982350409
25,The Water Lily Pond,8,1,5,5,1,3,1,0,0,1,1,1,1,1,1,0,0,1,1,100.0,0.004158669225847729,0.002229654403567447,0.009615384615384614,0.003972194637537239,0.0023121387283236996,0.00706090026478376,0.002039775624681285,0.0011682242990654205,0.02668962548428756
26,The Water Lily Pond,6,1,5,5,1,2,1,0,0,1,0,0,0,0,1,0,0,1,0,400.0,0.20441458733205375,0.027870680044593088,0.003076923076923077,0.03475670307845084,0.019653179190751446,0.0039717563989408655,0.022437531871494134,0.01985981308411215,0.0012914334911752045
28,The Water Lily Pond,6,2,4,4,2,4,3,0,0,1,0,1,0,0,0,0,0,1,0,50.0,0.012795905310300705,0.033444816053511704,0.055769230769230765,0.009930486593843098,0.09132947976878612,0.023389232127096208,0.0005099439061703213,0.036214953271028034,0.015497201894102454
30,The Water Lily Pond,2,3,4,4,2,2,1,1,1,1,0,1,1,1,1,0,0,1,0,300.0,0.0943698016634677,0.014492753623188406,0.0011538461538461537,0.006951340615690168,0.0023121387283236996,0.0,0.00407955124936257,0.002336448598130841,0.0
31,The Water Lily Pond,7,4,4,4,1,3,2,1,1,1,0,1,1,0,0,0,0,1,1,10.0,0.0783749200255918,0.0011148272017837235,0.0030769230769230774,0.006951340615690168,0.0011560693641618498,0.00088261253309797,0.006119326874043855,0.0,0.00043047783039173483
32,The Water Lily Pond,6,1,4,5,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,The Water Lily Pond,3,1,4,5,1,2,1,0,0,1,1,1,0,0,1,0,0,0,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,The Water Lily Pond,4,1,4,5,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,The Water Lily Pond,5,1,4,4,1,1,2,0,0,1,0,1,1,1,1,0,0,1,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,The Water Lily Pond,2,1,4,4,1,1,2,0,0,1,0,0,1,0,0,0,0,1,0,88.0,0.0,0.002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,The Water Lily Pond,6,1,4,4,2,2,3,0,1,1,0,1,1,0,1,0,0,1,0,20.0,0.0850927703134997,0.005574136008918618,0.07115384615384618,0.00893743793445879,0.0023121387283236996,0.06222418358340689,0.005099439061703214,0.0011682242990654205,0.04778303917348256
38,The Water Lily Pond,7,4,4,5,1,3,3,0,1,1,1,1,1,0,1,0,0,1,1,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,The Water Lily Pond,2,3,4,5,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,100000.0,0.11740243122200893,0.0011148272017837235,0.0823076923076923,0.026315789473684213,0.0,0.04589585172109445,0.012748597654258032,0.0,0.026259147653895826
41,The Water Lily Pond,6,1,5,5,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,20000.0,0.0396673064619322,0.022296544035674472,0.0053846153846153835,0.020357497517378354,0.02543352601156069,0.00176522506619594,0.009178990311065782,0.002336448598130841,0.002152389151958674
42,The Water Lily Pond,7,2,5,5,1,2,3,1,1,1,0,1,1,1,0,0,0,1,0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,The Water Lily Pond,3,2,3,4,4,3,1,0,0,1,1,0,1,0,0,0,0,1,1,5000.0,0.03550863723608445,0.0,0.0,0.009930486593843098,0.0,0.0,0.00815910249872514,0.0,0.0
44,The Water Lily Pond,7,1,5,5,1,2,3,0,0,1,1,0,1,0,1,0,0,1,1,50.0,0.026231605886116442,0.043478260869565216,0.07230769230769231,0.014895729890764648,0.009248554913294797,0.04810238305383936,0.0005099439061703213,0.009345794392523364,0.04735256134309083
45,The Water Lily Pond,5,1,2,5,1,5,4,1,1,1,1,1,1,1,1,0,0,0,1,100000.0,0.01727447216890595,0.01226309921962096,0.006153846153846154,0.009433962264150945,0.016184971098265895,0.01059135039717564,0.0025497195308516064,0.005841121495327103,0.005596211795092553
46,The Water Lily Pond,7,1,5,4,1,3,3,0,0,1,1,1,1,1,0,0,0,1,1,25.0,0.005758157389635317,0.028985507246376812,0.14576923076923076,0.003972194637537239,0.04739884393063584,0.0944395410414828,0.002039775624681285,0.026869158878504672,0.07576409814894533
48,The Water Lily Pond,10,1,4,5,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,2000.0,0.015674984005118364,0.0011148272017837235,0.026153846153846153,0.0019860973187686196,0.004624277456647399,0.03353927625772286,0.0005099439061703213,0.0,0.0297029702970297
49,The Water Lily Pond,8,1,5,4,1,4,1,0,1,1,1,1,1,1,0,0,0,1,0,100.0,0.011196417146513116,0.004459308807134894,0.006153846153846154,0.006454816285998014,0.0,0.00706090026478376,0.006629270780214177,0.0035046728971962616,0.005596211795092553
50,The Water Lily Pond,10,2,3,3,1,1,30,0,0,0,1,1,1,1,1,0,0,1,1,700000000.0,0.0028790786948176585,0.005574136008918618,0.0003846153846153846,0.0004965243296921549,0.0011560693641618498,0.0,0.0010198878123406426,0.0011682242990654205,0.0
51,The Water Lily Pond,6,1,4,5,1,2,3,0,1,0,0,1,0,0,0,0,0,1,1,2500.0,0.07485604606525913,0.0011148272017837235,0.0007692307692307692,0.006951340615690169,0.0,0.0,0.002039775624681285,0.002336448598130841,0.0
52,The Water Lily Pond,3,3,3,3,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,5.0,0.07613563659628919,0.05351170568561873,0.05923076923076923,0.004965243296921549,0.011560693641618497,0.025154457193292148,0.0015298317185109638,0.015186915887850466,0.01635815755488592
53,The Water Lily Pond,6,2,5,5,1,5,1,1,1,1,1,1,1,0,1,0,0,1,1,100.0,0.12316058861164428,0.01560758082497213,0.08,0.030287984111221453,0.0023121387283236996,0.06001765225066197,0.04487506374298827,0.002336448598130841,0.05165733964700818
